SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,ModifiedDate
44593,3,11/5/2005,11/17/2005,11/12/2005,5,1,SO44593,NULL,10-4030-028645,28645,NULL,4,25842,25842,1,3831,632851Vi20169,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/12/2005
44594,3,11/5/2005,11/17/2005,11/12/2005,5,1,SO44594,NULL,10-4030-018250,18250,NULL,9,13049,13049,1,5230,1134414Vi27332,1653,3578.27,286.2616,89.4568,3953.9884,NULL,11/12/2005
44595,3,11/5/2005,11/17/2005,11/12/2005,5,1,SO44595,NULL,10-4030-011124,11124,NULL,9,20811,20811,1,15348,734968Vi79297,1653,3399.99,271.9992,84.9998,3756.989,NULL,11/12/2005
44596,3,11/5/2005,11/17/2005,11/12/2005,5,1,SO44596,NULL,10-4030-018238,18238,NULL,9,14055,14055,1,4298,1135340Vi22569,1653,3578.27,286.2616,89.4568,3953.9884,NULL,11/12/2005
44597,3,11/6/2005,11/18/2005,11/13/2005,5,1,SO44597,NULL,10-4030-012290,12290,NULL,7,18049,18049,1,14849,1230912Vi76912,1672,3578.27,286.2616,89.4568,3953.9884,NULL,11/13/2005
44598,3,11/6/2005,11/18/2005,11/13/2005,5,1,SO44598,NULL,10-4030-029400,29400,NULL,8,15955,15955,1,2398,731756Vi12501,1670,3374.99,269.9992,84.3748,3729.364,NULL,11/13/2005
44599,3,11/6/2005,11/18/2005,11/13/2005,5,1,SO44599,NULL,10-4030-028792,28792,NULL,1,25044,25044,1,735,332769Vi3772,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/13/2005
44600,3,11/6/2005,11/18/2005,11/13/2005,5,1,SO44600,NULL,10-4030-018243,18243,NULL,9,12838,12838,1,11957,134408Vi61811,1666,3578.27,286.2616,89.4568,3953.9884,NULL,11/13/2005
44601,3,11/6/2005,11/18/2005,11/13/2005,5,1,SO44601,NULL,10-4030-011117,11117,NULL,9,29632,29632,1,NULL,NULL,1666,3399.99,271.9992,84.9998,3756.989,NULL,11/13/2005
44602,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44602,NULL,10-4030-014702,14702,NULL,10,27324,27324,1,10507,530908Vi54146,1686,3578.27,286.2616,89.4568,3953.9884,NULL,11/14/2005
44603,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44603,NULL,10-4030-020167,20167,NULL,10,20136,20136,1,19022,1132670Vi98833,1686,699.0982,55.9279,17.4775,772.5036,NULL,11/14/2005
44604,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44604,NULL,10-4030-019364,19364,NULL,8,21627,21627,1,16007,932673Vi82772,1683,699.0982,55.9279,17.4775,772.5036,NULL,11/14/2005
44605,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44605,NULL,10-4030-028672,28672,NULL,4,13177,13177,1,2011,532753Vi10468,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/14/2005
44606,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44606,NULL,10-4030-028772,28772,NULL,1,14326,14326,1,13609,732765Vi70530,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/14/2005
44607,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44607,NULL,10-4030-028774,28774,NULL,4,15160,15160,1,2609,532766Vi13557,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/14/2005
44608,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44608,NULL,10-4030-018200,18200,NULL,9,11798,11798,1,2811,635322Vi14631,1679,3578.27,286.2616,89.4568,3953.9884,NULL,11/14/2005
44609,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44609,NULL,10-4030-018220,18220,NULL,9,27084,27084,1,13250,1235338Vi68725,1679,3578.27,286.2616,89.4568,3953.9884,NULL,11/14/2005
44610,3,11/7/2005,11/19/2005,11/14/2005,5,1,SO44610,NULL,10-4030-018241,18241,NULL,9,26266,26266,1,19164,1235343Vi99587,1679,3578.27,286.2616,89.4568,3953.9884,NULL,11/14/2005
44611,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44611,NULL,10-4030-013778,13778,NULL,8,22302,22302,1,2634,1230911Vi13690,1696,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44612,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44612,NULL,10-4030-028675,28675,NULL,4,25607,25607,1,9376,532756Vi48337,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44613,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44613,NULL,10-4030-028628,28628,NULL,1,18728,18728,1,261,832845Vi1358,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44614,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44614,NULL,10-4030-028650,28650,NULL,4,21182,21182,1,7952,932853Vi41146,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44615,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44615,NULL,10-4030-028654,28654,NULL,1,13157,13157,1,16087,432856Vi83194,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44616,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44616,NULL,10-4030-028655,28655,NULL,1,13945,13945,1,14338,732858Vi74341,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44617,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44617,NULL,10-4030-028666,28666,NULL,1,27677,27677,1,9509,1232868Vi49027,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44618,3,11/8/2005,11/20/2005,11/15/2005,5,1,SO44618,NULL,10-4030-018205,18205,NULL,9,29786,29786,1,NULL,NULL,1692,3578.27,286.2616,89.4568,3953.9884,NULL,11/15/2005
44619,3,11/9/2005,11/21/2005,11/16/2005,5,1,SO44619,NULL,10-4030-013789,13789,NULL,8,29057,29057,1,11868,930917Vi61279,1709,3578.27,286.2616,89.4568,3953.9884,NULL,11/16/2005
44620,3,11/9/2005,11/21/2005,11/16/2005,5,1,SO44620,NULL,10-4030-018204,18204,NULL,9,29796,29796,1,NULL,NULL,1705,3578.27,286.2616,89.4568,3953.9884,NULL,11/16/2005
44621,3,11/9/2005,11/21/2005,11/16/2005,5,1,SO44621,NULL,10-4030-018217,18217,NULL,9,23825,23825,1,12879,335335Vi66610,1705,3578.27,286.2616,89.4568,3953.9884,NULL,11/16/2005
44622,3,11/9/2005,11/21/2005,11/16/2005,5,1,SO44622,NULL,10-4030-013771,13771,NULL,8,28326,28326,1,15452,535731Vi79804,1709,3578.27,286.2616,89.4568,3953.9884,NULL,11/16/2005
44623,3,11/10/2005,11/22/2005,11/17/2005,5,1,SO44623,NULL,10-4030-012301,12301,NULL,7,25701,25701,1,10091,630921Vi52012,1724,3578.27,286.2616,89.4568,3953.9884,NULL,11/17/2005
44624,3,11/10/2005,11/22/2005,11/17/2005,5,1,SO44624,NULL,10-4030-019357,19357,NULL,8,15593,15593,1,17117,732669Vi88874,1722,699.0982,55.9279,17.4775,772.5036,NULL,11/17/2005
44625,3,11/10/2005,11/22/2005,11/17/2005,5,1,SO44625,NULL,10-4030-028658,28658,NULL,4,28904,28904,1,18313,1132860Vi95100,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/17/2005
44626,3,11/10/2005,11/22/2005,11/17/2005,5,1,SO44626,NULL,10-4030-018272,18272,NULL,9,14955,14955,1,5005,534422Vi26224,1718,3578.27,286.2616,89.4568,3953.9884,NULL,11/17/2005
44627,3,11/10/2005,11/22/2005,11/17/2005,5,1,SO44627,NULL,10-4030-011109,11109,NULL,9,20252,20252,1,10958,134962Vi56506,1718,3374.99,269.9992,84.3748,3729.364,NULL,11/17/2005
44628,3,11/10/2005,11/22/2005,11/17/2005,5,1,SO44628,NULL,10-4030-011356,11356,NULL,9,13309,13309,1,5303,334973Vi27713,1718,3374.99,269.9992,84.3748,3729.364,NULL,11/17/2005
44629,3,11/10/2005,11/22/2005,11/17/2005,5,1,SO44629,NULL,10-4030-018209,18209,NULL,9,16268,16268,1,7792,435330Vi40377,1718,3578.27,286.2616,89.4568,3953.9884,NULL,11/17/2005
44630,3,11/11/2005,11/23/2005,11/18/2005,5,1,SO44630,NULL,10-4030-028765,28765,NULL,4,13011,13011,1,13120,532762Vi67949,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/18/2005
44631,3,11/11/2005,11/23/2005,11/18/2005,5,1,SO44631,NULL,10-4030-028629,28629,NULL,4,28834,28834,1,10078,632846Vi51920,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/18/2005
44632,3,11/11/2005,11/23/2005,11/18/2005,5,1,SO44632,NULL,10-4030-018196,18196,NULL,9,17235,17235,1,7406,735320Vi38398,1731,3578.27,286.2616,89.4568,3953.9884,NULL,11/18/2005
44633,3,11/11/2005,11/23/2005,11/18/2005,5,1,SO44633,NULL,10-4030-018203,18203,NULL,9,22158,22158,1,17458,335325Vi90716,1731,3578.27,286.2616,89.4568,3953.9884,NULL,11/18/2005
44634,3,11/11/2005,11/23/2005,11/18/2005,5,1,SO44634,NULL,10-4030-018213,18213,NULL,9,17760,17760,1,11837,635333Vi61169,1731,3578.27,286.2616,89.4568,3953.9884,NULL,11/18/2005
44635,3,11/11/2005,11/23/2005,11/18/2005,5,1,SO44635,NULL,10-4030-018218,18218,NULL,9,14727,14727,1,17513,535336Vi90954,1731,3578.27,286.2616,89.4568,3953.9884,NULL,11/18/2005
44636,3,11/12/2005,11/24/2005,11/19/2005,5,1,SO44636,NULL,10-4030-014705,14705,NULL,10,16399,16399,1,3709,1130910Vi19572,1751,3578.27,286.2616,89.4568,3953.9884,NULL,11/19/2005
44637,3,11/12/2005,11/24/2005,11/19/2005,5,1,SO44637,NULL,10-4030-028644,28644,NULL,1,13924,13924,1,6835,832850Vi35634,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/19/2005
44638,3,11/12/2005,11/24/2005,11/19/2005,5,1,SO44638,NULL,10-4030-028651,28651,NULL,4,20687,20687,1,6636,132854Vi34547,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/19/2005
44639,3,11/12/2005,11/24/2005,11/19/2005,5,1,SO44639,NULL,10-4030-014617,14617,NULL,1,14531,14531,1,3534,533822Vi18604,NULL,699.0982,55.9279,17.4775,772.5036,NULL,11/19/2005
44640,3,11/12/2005,11/24/2005,11/19/2005,5,1,SO44640,NULL,10-4030-018246,18246,NULL,9,13308,13308,1,6719,534411Vi34979,1744,3578.27,286.2616,89.4568,3953.9884,NULL,11/19/2005
44641,3,11/12/2005,11/24/2005,11/19/2005,5,1,SO44641,NULL,10-4030-018255,18255,NULL,9,28889,28889,1,19182,434418Vi99679,1744,3578.27,286.2616,89.4568,3953.9884,NULL,11/19/2005
44642,3,11/12/2005,11/24/2005,11/19/2005,5,1,SO44642,NULL,10-4030-025567,25567,NULL,9,27011,27011,1,223,434564Vi1149,1744,699.0982,55.9279,17.4775,772.5036,NULL,11/19/2005
44643,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44643,NULL,10-4030-012280,12280,NULL,7,22960,22960,1,2334,230907Vi12170,1763,3578.27,286.2616,89.4568,3953.9884,NULL,11/20/2005
44644,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44644,NULL,10-4030-012279,12279,NULL,7,23617,23617,1,10618,230965Vi54749,1763,3578.27,286.2616,89.4568,3953.9884,NULL,11/20/2005
44645,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44645,NULL,10-4030-011344,11344,NULL,10,14467,14467,1,11312,131760Vi58323,1764,3399.99,271.9992,84.9998,3756.989,NULL,11/20/2005
44646,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44646,NULL,10-4030-029449,29449,NULL,8,11407,11407,1,759,631763Vi3879,1761,3399.99,271.9992,84.9998,3756.989,NULL,11/20/2005
44647,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44647,NULL,10-4030-028770,28770,NULL,1,23080,23080,1,1759,432764Vi9066,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/20/2005
44648,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44648,NULL,10-4030-025916,25916,NULL,4,26605,26605,1,5495,733279Vi28821,NULL,3399.99,271.9992,84.9998,3756.989,NULL,11/20/2005
44649,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44649,NULL,10-4030-025924,25924,NULL,4,21368,21368,1,18132,1233282Vi94024,NULL,3399.99,271.9992,84.9998,3756.989,NULL,11/20/2005
44650,3,11/13/2005,11/25/2005,11/20/2005,5,1,SO44650,NULL,10-4030-011147,11147,NULL,9,15498,15498,1,967,834971Vi4843,1757,3374.99,269.9992,84.3748,3729.364,NULL,11/20/2005
44651,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44651,NULL,10-4030-014720,14720,NULL,10,26535,26535,1,13014,530915Vi67328,1777,3578.27,286.2616,89.4568,3953.9884,NULL,11/21/2005
44652,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44652,NULL,10-4030-028407,28407,NULL,7,20926,20926,1,6625,931757Vi34487,1776,3374.99,269.9992,84.3748,3729.364,NULL,11/21/2005
44653,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44653,NULL,10-4030-020170,20170,NULL,10,16731,16731,1,13272,1232674Vi68837,1777,699.0982,55.9279,17.4775,772.5036,NULL,11/21/2005
44654,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44654,NULL,10-4030-028619,28619,NULL,4,28292,28292,1,12353,1032841Vi63906,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/21/2005
44655,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44655,NULL,10-4030-011105,11105,NULL,9,24502,24502,1,18919,834150Vi98284,1770,3399.99,271.9992,84.9998,3756.989,NULL,11/21/2005
44656,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44656,NULL,10-4030-018275,18275,NULL,9,11651,11651,1,12162,1234424Vi62869,1770,3578.27,286.2616,89.4568,3953.9884,NULL,11/21/2005
44657,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44657,NULL,10-4030-011120,11120,NULL,9,15108,15108,1,5503,934967Vi28849,1770,3374.99,269.9992,84.3748,3729.364,NULL,11/21/2005
44658,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44658,NULL,10-4030-018201,18201,NULL,9,12512,12512,1,1429,135323Vi7318,1770,3578.27,286.2616,89.4568,3953.9884,NULL,11/21/2005
44659,3,11/14/2005,11/26/2005,11/21/2005,5,1,SO44659,NULL,10-4030-018208,18208,NULL,9,25484,25484,1,5011,735329Vi26255,1770,3578.27,286.2616,89.4568,3953.9884,NULL,11/21/2005
44660,3,11/15/2005,11/27/2005,11/22/2005,5,1,SO44660,NULL,10-4030-028775,28775,NULL,4,20248,20248,1,12574,332767Vi65069,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/22/2005
44661,3,11/15/2005,11/27/2005,11/22/2005,5,1,SO44661,NULL,10-4030-014639,14639,NULL,4,23958,23958,1,4865,533705Vi25574,NULL,699.0982,55.9279,17.4775,772.5036,NULL,11/22/2005
44662,3,11/15/2005,11/27/2005,11/22/2005,5,1,SO44662,NULL,10-4030-011151,11151,NULL,9,23146,23146,1,13204,234972Vi68481,1783,3374.99,269.9992,84.3748,3729.364,NULL,11/22/2005
44663,3,11/15/2005,11/27/2005,11/22/2005,5,1,SO44663,NULL,10-4030-018212,18212,NULL,9,24790,24790,1,13628,835332Vi70634,1783,3578.27,286.2616,89.4568,3953.9884,NULL,11/22/2005
44664,3,11/15/2005,11/27/2005,11/22/2005,5,1,SO44664,NULL,10-4030-018222,18222,NULL,9,19080,19080,1,2277,1035339Vi11926,1783,3578.27,286.2616,89.4568,3953.9884,NULL,11/22/2005
44665,3,11/15/2005,11/27/2005,11/22/2005,5,1,SO44665,NULL,10-4030-025564,25564,NULL,9,12924,12924,1,3279,1035442Vi17282,1783,699.0982,55.9279,17.4775,772.5036,NULL,11/22/2005
44666,3,11/16/2005,11/28/2005,11/23/2005,5,1,SO44666,NULL,10-4030-028763,28763,NULL,4,17791,17791,1,15971,1232761Vi82554,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/23/2005
44667,3,11/16/2005,11/28/2005,11/23/2005,5,1,SO44667,NULL,10-4030-028795,28795,NULL,4,25985,25985,1,14045,232771Vi72878,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/23/2005
44668,3,11/16/2005,11/28/2005,11/23/2005,5,1,SO44668,NULL,10-4030-028621,28621,NULL,4,11521,11521,1,1903,1032842Vi9887,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/23/2005
44669,3,11/16/2005,11/28/2005,11/23/2005,5,1,SO44669,NULL,10-4030-025942,25942,NULL,4,28318,28318,1,13827,633283Vi71693,NULL,3374.99,269.9992,84.3748,3729.364,NULL,11/23/2005
44670,3,11/16/2005,11/28/2005,11/23/2005,5,1,SO44670,NULL,10-4030-018245,18245,NULL,9,25568,25568,1,16223,734410Vi83925,1796,3578.27,286.2616,89.4568,3953.9884,NULL,11/23/2005
44671,3,11/16/2005,11/28/2005,11/23/2005,5,1,SO44671,NULL,10-4030-018268,18268,NULL,9,12992,12992,1,18941,834420Vi98412,1796,3578.27,286.2616,89.4568,3953.9884,NULL,11/23/2005
44672,3,11/16/2005,11/28/2005,11/23/2005,5,1,SO44672,NULL,10-4030-018207,18207,NULL,9,29283,29283,1,NULL,NULL,1796,3578.27,286.2616,89.4568,3953.9884,NULL,11/23/2005
44673,3,11/17/2005,11/29/2005,11/24/2005,5,1,SO44673,NULL,10-4030-013790,13790,NULL,8,13452,13452,1,4936,730918Vi25891,1813,3578.27,286.2616,89.4568,3953.9884,NULL,11/24/2005
44674,3,11/17/2005,11/29/2005,11/24/2005,5,1,SO44674,NULL,10-4030-028635,28635,NULL,4,16987,16987,1,12111,1032848Vi62617,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/24/2005
44675,3,11/17/2005,11/29/2005,11/24/2005,5,1,SO44675,NULL,10-4030-025566,25566,NULL,9,15342,15342,1,12003,734563Vi62044,1809,699.0982,55.9279,17.4775,772.5036,NULL,11/24/2005
44676,3,11/17/2005,11/29/2005,11/24/2005,5,1,SO44676,NULL,10-4030-018198,18198,NULL,9,12863,12863,1,1157,135321Vi5855,1809,3578.27,286.2616,89.4568,3953.9884,NULL,11/24/2005
44677,3,11/18/2005,11/30/2005,11/25/2005,5,1,SO44677,NULL,10-4030-022233,22233,NULL,6,13430,13430,1,10406,732750Vi53671,1824,3578.27,286.2616,89.4568,3953.9884,NULL,11/25/2005
44678,3,11/18/2005,11/30/2005,11/25/2005,5,1,SO44678,NULL,10-4030-022121,22121,NULL,6,14361,14361,1,3407,1032847Vi17932,1824,3578.27,286.2616,89.4568,3953.9884,NULL,11/25/2005
44679,3,11/18/2005,11/30/2005,11/25/2005,5,1,SO44679,NULL,10-4030-011106,11106,NULL,9,14545,14545,1,5910,834151Vi30852,1822,3399.99,271.9992,84.9998,3756.989,NULL,11/25/2005
44680,3,11/19/2005,12/1/2005,11/26/2005,5,1,SO44680,NULL,10-4030-012296,12296,NULL,7,25786,25786,1,12457,930916Vi64431,1841,3578.27,286.2616,89.4568,3953.9884,NULL,11/26/2005
44681,3,11/19/2005,12/1/2005,11/26/2005,5,1,SO44681,NULL,10-4030-017982,17982,NULL,7,25791,25791,1,12632,832671Vi65343,1841,699.0982,55.9279,17.4775,772.5036,NULL,11/26/2005
44682,3,11/19/2005,12/1/2005,11/26/2005,5,1,SO44682,NULL,10-4030-028797,28797,NULL,4,11819,11819,1,3244,532772Vi17060,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/26/2005
44683,3,11/19/2005,12/1/2005,11/26/2005,5,1,SO44683,NULL,10-4030-028799,28799,NULL,4,18953,18953,1,400,1132773Vi2025,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/26/2005
44684,3,11/19/2005,12/1/2005,11/26/2005,5,1,SO44684,NULL,10-4030-028643,28643,NULL,4,23593,23593,1,9592,632849Vi49448,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/26/2005
44685,3,11/19/2005,12/1/2005,11/26/2005,5,1,SO44685,NULL,10-4030-018249,18249,NULL,9,25747,25747,1,6602,534413Vi34346,1835,3578.27,286.2616,89.4568,3953.9884,NULL,11/26/2005
44686,3,11/20/2005,12/2/2005,11/27/2005,5,1,SO44686,NULL,10-4030-014712,14712,NULL,10,14486,14486,1,8515,1230913Vi44052,1855,3578.27,286.2616,89.4568,3953.9884,NULL,11/27/2005
44687,3,11/20/2005,12/2/2005,11/27/2005,5,1,SO44687,NULL,10-4030-020172,20172,NULL,10,21147,21147,1,18445,232675Vi95797,1855,699.0982,55.9279,17.4775,772.5036,NULL,11/27/2005
44688,3,11/20/2005,12/2/2005,11/27/2005,5,1,SO44688,NULL,10-4030-018244,18244,NULL,9,28941,28941,1,12899,834409Vi66719,1848,3578.27,286.2616,89.4568,3953.9884,NULL,11/27/2005
44689,3,11/20/2005,12/2/2005,11/27/2005,5,1,SO44689,NULL,10-4030-018269,18269,NULL,9,23017,23017,1,5723,934421Vi29970,1848,3578.27,286.2616,89.4568,3953.9884,NULL,11/27/2005
44690,3,11/20/2005,12/2/2005,11/27/2005,5,1,SO44690,NULL,10-4030-011111,11111,NULL,9,19708,19708,1,4095,934964Vi21508,1848,3399.99,271.9992,84.9998,3756.989,NULL,11/27/2005
44691,3,11/21/2005,12/3/2005,11/28/2005,5,1,SO44691,NULL,10-4030-028414,28414,NULL,7,29391,29391,1,NULL,NULL,1867,3399.99,271.9992,84.9998,3756.989,NULL,11/28/2005
44692,3,11/21/2005,12/3/2005,11/28/2005,5,1,SO44692,NULL,10-4030-028670,28670,NULL,1,29527,29527,1,NULL,NULL,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/28/2005
44693,3,11/21/2005,12/3/2005,11/28/2005,5,1,SO44693,NULL,10-4030-028676,28676,NULL,4,24205,24205,1,8827,232757Vi45555,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/28/2005
44694,3,11/21/2005,12/3/2005,11/28/2005,5,1,SO44694,NULL,10-4030-022232,22232,NULL,6,16997,16997,1,16668,832866Vi86304,1863,3578.27,286.2616,89.4568,3953.9884,NULL,11/28/2005
44695,3,11/21/2005,12/3/2005,11/28/2005,5,1,SO44695,NULL,10-4030-019855,19855,NULL,6,27309,27309,1,5003,733280Vi26202,1863,3399.99,271.9992,84.9998,3756.989,NULL,11/28/2005
44696,3,11/21/2005,12/3/2005,11/28/2005,5,1,SO44696,NULL,10-4030-018254,18254,NULL,9,27498,27498,1,4384,434417Vi23001,1861,3578.27,286.2616,89.4568,3953.9884,NULL,11/28/2005
44697,3,11/22/2005,12/4/2005,11/29/2005,5,1,SO44697,NULL,10-4030-018219,18219,NULL,9,23329,23329,1,4531,235337Vi23743,1874,3578.27,286.2616,89.4568,3953.9884,NULL,11/29/2005
44698,3,11/22/2005,12/4/2005,11/29/2005,5,1,SO44698,NULL,10-4030-025565,25565,NULL,9,24951,24951,1,18059,1135443Vi93717,1874,699.0982,55.9279,17.4775,772.5036,NULL,11/29/2005
44699,3,11/23/2005,12/5/2005,11/30/2005,5,1,SO44699,NULL,10-4030-022234,22234,NULL,6,19448,19448,1,13396,1132758Vi69401,1889,3578.27,286.2616,89.4568,3953.9884,NULL,11/30/2005
44700,3,11/23/2005,12/5/2005,11/30/2005,5,1,SO44700,NULL,10-4030-028769,28769,NULL,1,28362,28362,1,10315,232763Vi53224,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,11/30/2005
44701,3,11/23/2005,12/5/2005,11/30/2005,5,1,SO44701,NULL,10-4030-014636,14636,NULL,1,16591,16591,1,6555,633824Vi34059,NULL,699.0982,55.9279,17.4775,772.5036,NULL,11/30/2005
44702,3,11/23/2005,12/5/2005,11/30/2005,5,1,SO44702,NULL,10-4030-018260,18260,NULL,9,13737,13737,1,16811,1034419Vi87083,1887,3578.27,286.2616,89.4568,3953.9884,NULL,11/30/2005
44703,3,11/24/2005,12/6/2005,12/1/2005,5,1,SO44703,NULL,10-4030-012300,12300,NULL,7,12214,12214,1,5942,630920Vi30959,1906,3578.27,286.2616,89.4568,3953.9884,NULL,12/1/2005
44704,3,11/24/2005,12/6/2005,12/1/2005,5,1,SO44704,NULL,10-4030-029403,29403,NULL,8,28370,28370,1,4165,431758Vi21861,1904,3374.99,269.9992,84.3748,3729.364,NULL,12/1/2005
44705,3,11/24/2005,12/6/2005,12/1/2005,5,1,SO44705,NULL,10-4030-028678,28678,NULL,1,16957,16957,1,10049,132759Vi51744,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,12/1/2005
44706,3,11/24/2005,12/6/2005,12/1/2005,5,1,SO44706,NULL,10-4030-028618,28618,NULL,1,17890,17890,1,6784,832840Vi35351,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,12/1/2005
44707,3,11/24/2005,12/6/2005,12/1/2005,5,1,SO44707,NULL,10-4030-028649,28649,NULL,4,26762,26762,1,11233,1232852Vi57952,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,12/1/2005
44708,3,11/24/2005,12/6/2005,12/1/2005,5,1,SO44708,NULL,10-4030-025909,25909,NULL,4,23078,23078,1,2131,533277Vi11114,NULL,3374.99,269.9992,84.3748,3729.364,NULL,12/1/2005
44709,3,11/24/2005,12/6/2005,12/1/2005,5,1,SO44709,NULL,10-4030-018240,18240,NULL,9,19973,19973,1,12657,935342Vi65473,1900,3578.27,286.2616,89.4568,3953.9884,NULL,12/1/2005
44710,3,11/25/2005,12/7/2005,12/2/2005,5,1,SO44710,NULL,10-4030-028674,28674,NULL,4,15015,15015,1,16999,632755Vi88230,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,12/2/2005
44711,3,11/25/2005,12/7/2005,12/2/2005,5,1,SO44711,NULL,10-4030-018248,18248,NULL,9,20763,20763,1,4458,134412Vi23394,1913,3578.27,286.2616,89.4568,3953.9884,NULL,12/2/2005
44712,3,11/25/2005,12/7/2005,12/2/2005,5,1,SO44712,NULL,10-4030-011112,11112,NULL,9,29845,29845,1,NULL,NULL,1913,3374.99,269.9992,84.3748,3729.364,NULL,12/2/2005
44713,3,11/26/2005,12/8/2005,12/3/2005,5,1,SO44713,NULL,10-4030-022128,22128,NULL,6,16371,16371,1,7311,1132857Vi37945,1928,3578.27,286.2616,89.4568,3953.9884,NULL,12/3/2005
44714,3,11/26/2005,12/8/2005,12/3/2005,5,1,SO44714,NULL,10-4030-028657,28657,NULL,1,15611,15611,1,11734,632859Vi60682,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,12/3/2005
44715,3,11/26/2005,12/8/2005,12/3/2005,5,1,SO44715,NULL,10-4030-022182,22182,NULL,6,18849,18849,1,16106,1032861Vi83287,1928,3578.27,286.2616,89.4568,3953.9884,NULL,12/3/2005
44716,3,11/26/2005,12/8/2005,12/3/2005,5,1,SO44716,NULL,10-4030-022230,22230,NULL,6,15885,15885,1,16123,532863Vi83382,1928,3578.27,286.2616,89.4568,3953.9884,NULL,12/3/2005
44717,3,11/26/2005,12/8/2005,12/3/2005,5,1,SO44717,NULL,10-4030-014616,14616,NULL,4,28626,28626,1,18307,533821Vi95066,NULL,699.0982,55.9279,17.4775,772.5036,NULL,12/3/2005
